Record_ID,Timestamp,Shift,Machine_Type,Machine_ID,Machine_Age_Years,Operator_ID,Operator_Age,Operator_Experience_Years,Site_ID,Site_Location,GPS_Latitude,GPS_Longitude,Task_Type,Task_Start_Time,Task_End_Time,Task_Duration_min,Weather_Condition,Temperature_C,Visibility,Terrain_Type,Engine_Hours,Fuel_Used_L,Fuel_Efficiency_L_per_hr,Load_Cycles,Payload_Weight_kg,Distance_Covered_m,Idling_Time_min,Vibration_Level,Engine_Temperature_C,Hydraulic_Pressure_psi,Harsh_Braking_Events,Overspeed_Events,Seatbelt_Status,Fatigue_Alert,Maintenance_Alert,Downtime_min,Productivity_Score,Safety_Alert_Triggered
894,2025-05-17 13:56:00,Morning,Excavator,EXC001,4,OP1016,32,5.4,SITE02,"Coimbatore, TN",14.77866,81.94875,Grading,2025-05-17 13:56:00,2025-05-17 14:28:30,32.5,Clear,27.6,Good,Flat,2686.7,4.35,8.03,12,964.2,474.5,10,6.29,79.9,2278.8,0,1,Fastened,No,No,1,100,No
895,2025-05-17 14:34:00,Afternoon,Excavator,EXC001,12.9,OP1022,28,8.1,SITE02,"Coimbatore, TN",14.78886,81.93582,Material Transport,2025-05-17 14:34:00,2025-05-17 15:31:18,57.3,Fog,20.7,Poor,Rocky,3479.5,6.07,6.36,12,2185.3,344.9,10,1.87,95,2764.8,1,2,Fastened,No,No,0,100,No
896,2025-05-17 17:15:00,Afternoon,Bulldozer,BDZ002,10.7,OP1001,57,17.1,SITE02,"Coimbatore, TN",14.78564,81.94666,Grading,2025-05-17 17:15:00,2025-05-17 18:04:30,49.5,Clear,32.4,Good,Flat,1927.2,4.28,5.19,5,1473.4,250.7,24,3.17,87.4,2280.8,2,0,Fastened,No,No,4,90.8,No
897,2025-05-17 17:43:00,Afternoon,Wheel Loader,WLD003,2.6,OP1013,53,14.3,SITE03,"Vellore, TN",15.61218,79.20517,Leveling,2025-05-17 17:43:00,2025-05-17 19:01:42,78.7,Cloudy,26.7,Good,Sloped,3743,5.38,4.1,8,822.5,452.9,8,3.43,92.2,2480.2,0,0,Fastened,No,No,1,100,No
898,2025-05-17 17:49:00,Afternoon,Backhoe Loader,BHL003,13.3,OP1032,51,21.3,SITE01,"Chennai, TN",16.02011,78.12205,Leveling,2025-05-17 17:49:00,2025-05-17 18:51:30,62.5,Clear,33.8,Good,Flat,2465.2,7.94,7.62,10,385.5,437.1,87,4.82,88.5,2616.8,0,0,Unfastened,No,No,1,67.7,No
899,2025-05-17 18:30:00,Afternoon,Backhoe Loader,BHL002,10.4,OP1022,28,8.1,SITE08,"Vizag, AP",8.70432,75.65896,Demolition,2025-05-17 18:30:00,2025-05-17 19:00:48,30.8,Dust Storm,29.3,Poor,Uneven,2092.4,4.93,9.6,8,1603.7,523.6,25,4.93,75.6,2315.6,1,2,Fastened,No,No,0,97.1,No
900,2025-05-17 23:58:00,Night,Excavator,EXC003,5.2,OP1027,51,10.5,SITE07,"Nagpur, MH",18.24879,75.0409,Trenching,2025-05-17 23:58:00,2025-05-18 00:33:00,35,Cloudy,25.4,Good,Uneven,2745.2,3.51,6.02,6,2465.7,363.7,20,1.64,90,2335.9,0,1,Fastened,No,No,0,97.2,No
901,2025-05-18 00:39:00,Night,Excavator,EXC002,7.9,OP1011,37,8.5,SITE08,"Vizag, AP",8.70004,75.6662,Material Transport,2025-05-18 00:39:00,2025-05-18 01:12:18,33.3,Clear,29.1,Good,Flat,4130.3,7.5,13.51,12,1027.9,193.4,3,4.55,87.2,2143.4,1,0,Unfastened,No,No,2,96.3,Yes
902,2025-05-18 04:45:00,Night,Excavator,EXC002,9.9,OP1036,43,4.6,SITE08,"Vizag, AP",8.70405,75.65208,Trenching,2025-05-18 04:45:00,2025-05-18 05:45:54,60.9,Clear,28.6,Good,Muddy,4986.6,6.84,6.74,8,1623.3,318.9,5,3.03,97.2,2609.1,2,0,Fastened,No,Yes,19,76.9,Yes
903,2025-05-18 19:02:00,Afternoon,Motor Grader,MGR001,14.4,OP1035,40,10.6,SITE02,"Coimbatore, TN",14.78261,81.95413,Grading,2025-05-18 19:02:00,2025-05-18 19:08:54,6.9,Fog,20.3,Poor,Flat,4059.9,6.28,54.61,8,3139.1,285.2,58,5.53,100.4,2067,0,0,Unfastened,No,No,0,65.6,Yes
904,2025-05-18 19:28:00,Afternoon,Bulldozer,BDZ003,11.5,OP1030,48,15.2,SITE03,"Vellore, TN",15.62322,79.19227,Loading,2025-05-18 19:28:00,2025-05-18 20:12:48,44.8,Fog,18.5,Poor,Flat,2130.7,7.69,10.3,8,1505.5,387.3,30,3.79,85.9,2375.5,1,0,Fastened,No,No,1,93.8,No
905,2025-05-18 19:29:00,Afternoon,Wheel Loader,WLD001,1.6,OP1021,53,16.8,SITE01,"Chennai, TN",16.01415,78.11725,Demolition,2025-05-18 19:29:00,2025-05-18 20:35:06,66.1,Clear,24.8,Good,Flat,2191.4,6.3,5.72,10,2956.2,408.4,13,4.42,78.5,2673.5,1,0,Fastened,No,No,4,100,No
906,2025-05-18 23:51:00,Night,Excavator,EXC001,12.1,OP1033,42,7.5,SITE07,"Nagpur, MH",18.23964,75.03208,Material Transport,2025-05-18 23:51:00,2025-05-18 23:59:36,8.6,Fog,15.8,Poor,Flat,4734.1,7.44,51.91,10,1759.3,294.5,2,3.5,93,2358.4,0,0,Fastened,No,Yes,2,100,No
907,2025-05-19 00:02:00,Night,Motor Grader,MGR001,2.2,OP1004,53,15.5,SITE02,"Coimbatore, TN",14.78336,81.94224,Trenching,2025-05-19 00:02:00,2025-05-19 00:56:18,54.3,Clear,27.5,Good,Muddy,3584.6,2.32,2.56,20,1759.1,224.9,30,5.11,91.8,2622.8,0,0,Fastened,No,No,0,100,No
908,2025-05-19 00:40:00,Night,Backhoe Loader,BHL003,11.2,OP1017,30,12.4,SITE02,"Coimbatore, TN",14.78607,81.9444,Material Transport,2025-05-19 00:40:00,2025-05-19 01:42:18,62.3,Extreme Heat,45.1,Good,Sloped,1561.4,3.65,3.52,10,661.7,335.3,23,1.38,88.6,2327.9,0,0,Unfastened,No,Yes,1,84.7,Yes
909,2025-05-19 01:57:00,Night,Motor Grader,MGR002,12.6,OP1012,52,20.4,SITE06,"Pune, MH",10.58371,77.311,Material Transport,2025-05-19 01:57:00,2025-05-19 02:42:00,45,Extreme Heat,39.7,Good,Muddy,3981.1,3.7,4.93,7,788.5,561.2,49,2.23,85.7,2345.5,0,1,Fastened,No,No,0,83.9,No
910,2025-05-19 08:28:00,Morning,Wheel Loader,WLD001,8.2,OP1038,26,10.7,SITE02,"Coimbatore, TN",14.79177,81.94086,Grading,2025-05-19 08:28:00,2025-05-19 09:03:24,35.4,Rain,21.9,Moderate,Rocky,2527,3.82,6.47,8,2057.2,425.5,3,0,102.1,2384.5,1,0,Fastened,No,No,1,100,No
911,2025-05-19 08:58:00,Morning,Bulldozer,BDZ003,5.5,OP1030,48,15.2,SITE01,"Chennai, TN",16.01699,78.11606,Demolition,2025-05-19 08:58:00,2025-05-19 10:03:30,65.5,Clear,32.1,Good,Flat,4281.5,4.77,4.37,9,1513.1,459.7,62,4.14,100,2546.5,0,0,Fastened,Yes,Yes,3,77.4,No
912,2025-05-19 14:08:00,Afternoon,Excavator,EXC004,4.5,OP1015,56,10,SITE03,"Vellore, TN",15.60846,79.19759,Demolition,2025-05-19 14:08:00,2025-05-19 14:27:12,19.2,Clear,34.2,Good,Flat,2911.5,2.11,6.59,4,1543.1,452,19,0.47,103.7,2265,0,0,Unfastened,No,No,3,92.9,No
913,2025-05-19 14:29:00,Afternoon,Excavator,EXC005,10.7,OP1020,26,14.1,SITE07,"Nagpur, MH",18.23256,75.03348,Demolition,2025-05-19 14:29:00,2025-05-19 15:24:54,55.9,Extreme Heat,41.3,Good,Rocky,2386.6,3.16,3.39,10,2235.7,355.5,4,3.22,90.7,2271.1,0,0,Fastened,No,No,0,100,No
914,2025-05-19 21:11:00,Afternoon,Bulldozer,BDZ001,13.6,OP1015,56,10,SITE04,"Bengaluru, KA",14.7172,75.95165,Loading,2025-05-19 21:11:00,2025-05-19 21:36:24,25.4,Cloudy,26.6,Good,Rocky,1787.8,2.73,6.45,14,1305.7,339.9,12,4.03,84.1,2027.3,0,1,Fastened,No,Yes,7,100,No
915,2025-05-20 05:33:00,Night,Bulldozer,BDZ001,2.1,OP1012,52,20.4,SITE03,"Vellore, TN",15.61943,79.19879,Digging,2025-05-20 05:33:00,2025-05-20 06:04:36,31.6,Cloudy,29.7,Good,Uneven,1749,3.52,6.68,9,875.4,289.5,5,2.11,96.1,2590.9,0,0,Unfastened,No,No,2,91.7,Yes
916,2025-05-20 06:11:00,Morning,Wheel Loader,WLD003,11.8,OP1037,22,3.3,SITE06,"Pune, MH",10.57744,77.30944,Material Transport,2025-05-20 06:11:00,2025-05-20 06:58:18,47.3,Extreme Heat,38.9,Good,Flat,2098.9,5.22,6.62,7,1597.6,323.3,41,2.32,91.2,2086.7,1,1,Fastened,No,No,0,87.9,No
917,2025-05-20 07:49:00,Morning,Excavator,EXC004,13.9,OP1025,52,17.2,SITE06,"Pune, MH",10.56551,77.31178,Grading,2025-05-20 07:49:00,2025-05-20 09:07:42,78.7,Clear,30.7,Good,Uneven,2416.2,3.34,2.55,10,1392.5,253.7,13,3.25,89.7,2697.8,0,0,Fastened,No,No,3,100,No
918,2025-05-20 07:56:00,Morning,Backhoe Loader,BHL001,14.6,OP1025,52,17.2,SITE06,"Pune, MH",10.57184,77.31732,Trenching,2025-05-20 07:56:00,2025-05-20 08:36:24,40.4,Cloudy,26.5,Good,Rocky,3994.2,5.38,7.99,7,892.2,481,1,2.56,94.5,2818.9,1,1,Fastened,No,Yes,9,100,No
919,2025-05-20 10:13:00,Morning,Wheel Loader,WLD001,2.4,OP1033,42,7.5,SITE06,"Pune, MH",10.57702,77.30805,Grading,2025-05-20 10:13:00,2025-05-20 11:11:42,58.7,Clear,31.9,Good,Sloped,2044.4,8.56,8.75,7,2776.7,429,8,3.53,102.1,2692.5,0,0,Fastened,No,No,0,100,No
920,2025-05-20 10:44:00,Morning,Motor Grader,MGR002,10.2,OP1020,26,14.1,SITE04,"Bengaluru, KA",14.71007,75.95169,Grading,2025-05-20 10:44:00,2025-05-20 11:57:18,73.3,Extreme Heat,44.8,Good,Flat,4094.7,3.06,2.5,13,3099.1,205.9,8,2.16,98.9,1732.1,1,0,Fastened,No,Yes,1,100,No
921,2025-05-20 11:12:00,Morning,Wheel Loader,WLD001,12.8,OP1013,53,14.3,SITE06,"Pune, MH",10.56732,77.31365,Demolition,2025-05-20 11:12:00,2025-05-20 11:46:12,34.2,Cloudy,26.3,Good,Rocky,3519.9,2.35,4.12,8,1767.4,471.9,13,3.43,103.3,2397.5,0,0,Fastened,No,Yes,4,99.9,No
922,2025-05-20 14:31:00,Afternoon,Backhoe Loader,BHL001,7.2,OP1039,30,5.4,SITE03,"Vellore, TN",15.62325,79.19235,Leveling,2025-05-20 14:31:00,2025-05-20 14:47:54,16.9,Clear,32.7,Good,Muddy,1663,6.99,24.82,10,1207.4,453,17,2.32,88.6,2795.7,0,0,Unfastened,No,No,0,100,No
923,2025-05-20 18:22:00,Afternoon,Bulldozer,BDZ001,3.2,OP1017,30,12.4,SITE01,"Chennai, TN",16.02085,78.13372,Demolition,2025-05-20 18:22:00,2025-05-20 18:59:54,37.9,Clear,30.1,Good,Uneven,4917.8,2.86,4.53,9,972.5,424.7,32,1.85,99,3078.6,0,0,Unfastened,No,Yes,3,92.4,No
924,2025-05-20 20:45:00,Afternoon,Backhoe Loader,BHL003,10.6,OP1024,21,19.7,SITE01,"Chennai, TN",16.02739,78.12456,Digging,2025-05-20 20:45:00,2025-05-20 21:10:18,25.3,Clear,24.4,Good,Flat,4851.7,5.12,12.14,6,2200.9,71.9,0,2.27,91.9,2504.4,0,0,Fastened,No,No,1,100,No
925,2025-05-20 21:01:00,Afternoon,Bulldozer,BDZ001,8.7,OP1014,36,18.2,SITE06,"Pune, MH",10.57959,77.31562,Loading,2025-05-20 21:01:00,2025-05-20 22:04:06,63.1,Extreme Heat,38.9,Good,Flat,3403.5,4.26,4.05,5,2021.7,501.3,1,4.6,94.6,2445.3,0,1,Fastened,No,No,0,100,No
926,2025-05-20 21:18:00,Afternoon,Excavator,EXC003,8.4,OP1021,53,16.8,SITE08,"Vizag, AP",8.69035,75.66273,Grading,2025-05-20 21:18:00,2025-05-20 22:13:48,55.8,Cloudy,24.5,Good,Muddy,4025.7,4.45,4.78,8,1873.9,350.8,4,3.9,90.5,2653,1,0,Fastened,No,Yes,0,100,No
927,2025-05-21 01:41:00,Night,Bulldozer,BDZ001,6.7,OP1010,53,10.2,SITE08,"Vizag, AP",8.70618,75.65372,Loading,2025-05-21 01:41:00,2025-05-21 02:16:18,35.3,Clear,25.9,Good,Flat,4393.9,1.09,1.85,12,1375.2,221.2,12,3.06,90.1,2631.6,1,0,Fastened,Yes,No,1,100,No
928,2025-05-21 08:00:00,Morning,Backhoe Loader,BHL002,8.8,OP1013,53,14.3,SITE07,"Nagpur, MH",18.24672,75.03403,Trenching,2025-05-21 08:00:00,2025-05-21 08:30:06,30.1,Clear,31.6,Good,Flat,3078.3,4.49,8.95,1,638.4,329.9,42,3.52,104,2329,0,1,Fastened,No,No,0,80.2,No
929,2025-05-21 08:39:00,Morning,Wheel Loader,WLD001,9.1,OP1034,38,8.5,SITE07,"Nagpur, MH",18.23295,75.04388,Leveling,2025-05-21 08:39:00,2025-05-21 09:35:12,56.2,Clear,27.9,Good,Flat,3369.3,7.26,7.75,6,1481.5,345.1,7,2.97,87.8,2376.3,0,0,Fastened,No,No,0,100,No
930,2025-05-21 21:25:00,Afternoon,Backhoe Loader,BHL002,14.6,OP1001,57,17.1,SITE06,"Pune, MH",10.57355,77.31415,Digging,2025-05-21 21:25:00,2025-05-21 22:11:18,46.3,Clear,27.7,Good,Flat,2120.5,5.06,6.56,9,2615,243.4,9,1.91,96.5,2165.4,0,0,Fastened,No,No,3,88.9,Yes
931,2025-05-22 02:59:00,Night,Bulldozer,BDZ001,2.5,OP1010,53,10.2,SITE05,"Hyderabad, TS",8.36957,77.66815,Leveling,2025-05-22 02:59:00,2025-05-22 03:56:42,57.7,Clear,28.8,Good,Rocky,3999.9,5.14,5.34,9,1524,593.6,15,2.95,83.3,2172.5,0,0,Fastened,No,No,0,100,No
932,2025-05-22 06:46:00,Morning,Motor Grader,MGR002,8,OP1032,51,21.3,SITE01,"Chennai, TN",16.02368,78.11759,Grading,2025-05-22 06:46:00,2025-05-22 07:36:12,50.2,Clear,32.2,Good,Rocky,3259.8,6.81,8.14,6,1949.2,169.5,15,3.73,92.9,2436.9,2,0,Fastened,No,No,2,98.1,No
933,2025-05-22 08:53:00,Morning,Motor Grader,MGR001,9.5,OP1038,26,10.7,SITE06,"Pune, MH",10.57525,77.31796,Leveling,2025-05-22 08:53:00,2025-05-22 09:35:54,42.9,Rain,26.7,Moderate,Rocky,2863.8,4.48,6.27,6,1588.1,379.6,10,1.96,91.1,2688.5,0,1,Fastened,No,No,3,99.8,No
934,2025-05-22 20:19:00,Afternoon,Bulldozer,BDZ002,14.6,OP1018,47,1.9,SITE01,"Chennai, TN",16.01536,78.12782,Material Transport,2025-05-22 20:19:00,2025-05-22 20:48:18,29.3,Clear,32.6,Good,Uneven,3327.4,0.9,1.84,9,797.3,323,12,3.11,82.7,2864.8,0,0,Fastened,No,No,1,89,Yes
935,2025-05-22 22:17:00,Night,Wheel Loader,WLD003,6.8,OP1030,48,15.2,SITE03,"Vellore, TN",15.62384,79.19418,Loading,2025-05-22 22:17:00,2025-05-22 22:47:18,30.3,Cloudy,24.4,Good,Flat,3193.9,4.61,9.13,8,391.7,144.3,4,3.83,94.3,2413.8,0,2,Unfastened,No,No,4,89.4,Yes
936,2025-05-22 22:21:00,Night,Excavator,EXC001,10.7,OP1017,30,12.4,SITE03,"Vellore, TN",15.60983,79.19705,Loading,2025-05-22 22:21:00,2025-05-22 23:00:54,39.9,Cloudy,28.6,Good,Sloped,3319.7,0.3,0.45,4,1639.4,131.8,10,2.64,87.8,2234.5,1,0,Fastened,No,No,0,99.8,No
937,2025-05-23 08:10:00,Morning,Backhoe Loader,BHL002,5,OP1014,36,18.2,SITE02,"Coimbatore, TN",14.79001,81.94219,Digging,2025-05-23 08:10:00,2025-05-23 08:36:12,26.2,Clear,27.6,Good,Uneven,3076.6,8.36,19.15,4,2164.8,343.8,38,4.38,94.2,2428.7,0,1,Fastened,Yes,Yes,4,82.6,No
938,2025-05-23 09:41:00,Morning,Excavator,EXC004,6.5,OP1013,53,14.3,SITE07,"Nagpur, MH",18.24498,75.0313,Leveling,2025-05-23 09:41:00,2025-05-23 10:34:54,53.9,Clear,24,Good,Sloped,2664.6,5.38,5.99,8,2703.5,327.3,3,2.35,98.6,2780.4,0,0,Fastened,No,No,1,100,No
939,2025-05-23 13:04:00,Morning,Motor Grader,MGR001,15,OP1003,27,19,SITE06,"Pune, MH",10.57795,77.31108,Digging,2025-05-23 13:04:00,2025-05-23 13:49:54,45.9,Extreme Heat,43.4,Good,Rocky,1858.5,7.88,10.3,11,2541,515.1,23,4.23,97.7,2794.5,0,1,Fastened,No,No,0,100,No
940,2025-05-23 20:22:00,Afternoon,Bulldozer,BDZ001,6.7,OP1020,26,14.1,SITE02,"Coimbatore, TN",14.78633,81.94671,Material Transport,2025-05-23 20:22:00,2025-05-23 20:46:18,24.3,Clear,27.5,Good,Sloped,4469.4,7.32,18.07,12,1721,317.2,2,1.87,92.9,2177.7,2,0,Fastened,No,No,2,96.8,Yes
941,2025-05-24 02:10:00,Night,Wheel Loader,WLD004,8.4,OP1020,26,14.1,SITE06,"Pune, MH",10.57286,77.31593,Leveling,2025-05-24 02:10:00,2025-05-24 02:53:54,43.9,Rain,24,Moderate,Muddy,2315.6,3.79,5.18,8,2255.4,359.1,27,1.68,95.7,2449.1,2,0,Fastened,No,No,2,79.5,Yes
942,2025-05-24 04:42:00,Night,Backhoe Loader,BHL002,10.8,OP1008,33,17.4,SITE04,"Bengaluru, KA",14.70836,75.9589,Leveling,2025-05-24 04:42:00,2025-05-24 05:19:36,37.6,Fog,17,Poor,Uneven,4399.9,2.43,3.88,9,2050.5,230,35,2.85,94.2,2584.9,0,0,Fastened,No,No,5,89.3,No
943,2025-05-24 05:30:00,Night,Bulldozer,BDZ002,4.8,OP1040,25,14.9,SITE05,"Hyderabad, TS",8.37537,77.68313,Material Transport,2025-05-24 05:30:00,2025-05-24 06:09:48,39.8,Dust Storm,28.5,Poor,Flat,1576.4,4.16,6.27,11,1660.4,387.9,3,4.73,79.7,2986,1,0,Unfastened,No,No,0,96.7,Yes
944,2025-05-24 05:52:00,Night,Bulldozer,BDZ002,6.9,OP1013,53,14.3,SITE07,"Nagpur, MH",18.23879,75.04026,Demolition,2025-05-24 05:52:00,2025-05-24 06:20:48,28.8,Dust Storm,32.7,Poor,Flat,4619,4.95,10.31,5,2213.3,643.7,8,1.57,83.1,2071,0,1,Fastened,No,No,1,100,No
945,2025-05-24 07:47:00,Morning,Bulldozer,BDZ002,6.7,OP1035,40,10.6,SITE01,"Chennai, TN",16.02881,78.11778,Trenching,2025-05-24 07:47:00,2025-05-24 08:40:06,53.1,Rain,24.4,Moderate,Flat,4805,3.81,4.31,8,2365.9,596.9,30,2.89,96.7,2699.2,0,1,Fastened,No,No,2,78,Yes
946,2025-05-24 09:18:00,Morning,Backhoe Loader,BHL003,1,OP1003,27,19,SITE05,"Hyderabad, TS",8.37432,77.67026,Trenching,2025-05-24 09:18:00,2025-05-24 10:01:36,43.6,Fog,20.6,Poor,Uneven,3169.3,4.52,6.22,7,1581.7,557,8,4.8,86.3,1975.1,0,0,Fastened,No,No,0,100,No
947,2025-05-24 12:38:00,Morning,Excavator,EXC004,6.7,OP1007,24,16.9,SITE06,"Pune, MH",10.57643,77.30584,Demolition,2025-05-24 12:38:00,2025-05-24 13:30:00,52,Clear,34.5,Good,Rocky,1633.1,5.44,6.28,13,2103.2,154.5,1,3.29,92.7,2464.5,1,1,Fastened,No,No,2,100,No
948,2025-05-24 14:33:00,Afternoon,Wheel Loader,WLD003,14.9,OP1024,21,19.7,SITE06,"Pune, MH",10.56856,77.30201,Grading,2025-05-24 14:33:00,2025-05-24 14:46:30,13.5,Clear,25.9,Good,Sloped,3698.2,5.11,22.71,6,2147.4,407.2,10,3.67,98.6,2525.7,1,1,Fastened,No,No,1,86.4,Yes
949,2025-05-24 17:23:00,Afternoon,Excavator,EXC001,6.4,OP1014,36,18.2,SITE04,"Bengaluru, KA",14.71037,75.96082,Grading,2025-05-24 17:23:00,2025-05-24 18:26:48,63.8,Clear,31,Good,Uneven,2755.4,6.53,6.14,13,1510.7,469.4,7,3.85,101.2,2768.9,1,2,Fastened,No,No,0,100,No
950,2025-05-24 18:47:00,Afternoon,Backhoe Loader,BHL002,11.7,OP1022,28,8.1,SITE05,"Hyderabad, TS",8.36198,77.66738,Demolition,2025-05-24 18:47:00,2025-05-24 19:11:24,24.4,Clear,26.6,Good,Uneven,4949.3,3.73,9.17,5,1320.2,472.9,20,4.22,95.8,2286.4,3,0,Unfastened,No,No,1,95.2,No
951,2025-05-24 19:07:00,Afternoon,Bulldozer,BDZ002,12.8,OP1032,51,21.3,SITE01,"Chennai, TN",16.0296,78.1331,Digging,2025-05-24 19:07:00,2025-05-24 20:11:00,64,Cloudy,26.6,Good,Flat,2558.5,3.68,3.45,9,1552.6,358.5,18,0.35,96,2576.1,0,0,Fastened,Yes,No,3,99.4,No
952,2025-05-24 19:58:00,Afternoon,Excavator,EXC001,4.5,OP1039,30,5.4,SITE01,"Chennai, TN",16.02246,78.13208,Loading,2025-05-24 19:58:00,2025-05-24 20:35:24,37.4,Rain,24.6,Moderate,Uneven,1712.2,4.31,6.91,9,1940,504.6,6,3.57,90.1,2911.4,0,0,Fastened,No,No,1,100,No
953,2025-05-24 21:21:00,Afternoon,Wheel Loader,WLD001,5.3,OP1002,38,9.9,SITE08,"Vizag, AP",8.69549,75.65168,Loading,2025-05-24 21:21:00,2025-05-24 22:22:54,61.9,Clear,27,Good,Sloped,2924.1,4.2,4.07,7,809.3,199.9,11,2.6,89.4,2568.2,0,1,Fastened,No,Yes,1,100,No
954,2025-05-24 21:47:00,Afternoon,Bulldozer,BDZ001,12.5,OP1027,51,10.5,SITE04,"Bengaluru, KA",14.70075,75.95216,Material Transport,2025-05-24 21:47:00,2025-05-24 22:45:12,58.2,Extreme Heat,38.3,Good,Sloped,4824.2,3.63,3.74,6,2405,243.1,9,2,91.8,2198.4,0,0,Fastened,No,No,0,100,No
955,2025-05-25 02:15:00,Night,Wheel Loader,WLD002,14,OP1021,53,16.8,SITE05,"Hyderabad, TS",8.36269,77.66842,Grading,2025-05-25 02:15:00,2025-05-25 02:52:54,37.9,Clear,29.3,Good,Muddy,1814.1,4.57,7.23,12,2581.9,423,0,2.72,92.4,2871.6,1,0,Fastened,No,Yes,0,100,No
956,2025-05-25 02:58:00,Night,Bulldozer,BDZ003,4.5,OP1036,43,4.6,SITE08,"Vizag, AP",8.69047,75.66701,Grading,2025-05-25 02:58:00,2025-05-25 03:46:30,48.5,Clear,32,Good,Flat,3802.9,5.05,6.25,11,1803.8,331.4,16,2.65,100.9,2423.3,0,0,Fastened,Yes,No,0,100,No
957,2025-05-25 05:32:00,Night,Excavator,EXC005,11.5,OP1038,26,10.7,SITE05,"Hyderabad, TS",8.36297,77.68555,Loading,2025-05-25 05:32:00,2025-05-25 05:59:12,27.2,Cloudy,23.6,Good,Muddy,4539,7.27,16.04,7,2528,484.1,6,2.29,88.9,2682.8,2,1,Fastened,No,Yes,8,99,No
958,2025-05-25 06:02:00,Morning,Excavator,EXC005,7.2,OP1022,28,8.1,SITE02,"Coimbatore, TN",14.77883,81.94543,Leveling,2025-05-25 06:02:00,2025-05-25 06:41:42,39.7,Extreme Heat,38.6,Good,Flat,4294.5,5.17,7.81,7,1963.6,503.4,25,4.36,79.2,2346.9,2,1,Fastened,Yes,No,2,94.3,No
959,2025-05-25 07:46:00,Morning,Wheel Loader,WLD004,4.2,OP1037,22,3.3,SITE02,"Coimbatore, TN",14.78465,81.95335,Digging,2025-05-25 07:46:00,2025-05-25 08:44:36,58.6,Cloudy,28.2,Good,Flat,4990.7,3.48,3.56,12,1300,210.3,4,2.65,91.9,2718.7,0,2,Fastened,No,Yes,1,96.6,Yes
960,2025-05-25 09:37:00,Morning,Wheel Loader,WLD002,14.8,OP1021,53,16.8,SITE05,"Hyderabad, TS",8.3677,77.68304,Leveling,2025-05-25 09:37:00,2025-05-25 10:02:12,25.2,Clear,32.8,Good,Muddy,4712.5,5.52,13.14,13,2393.1,307.9,22,2.5,95.8,2331.6,1,0,Fastened,Yes,No,0,100,No
961,2025-05-25 12:58:00,Morning,Wheel Loader,WLD002,4.4,OP1030,48,15.2,SITE03,"Vellore, TN",15.62606,79.19109,Leveling,2025-05-25 12:58:00,2025-05-25 13:39:36,41.6,Clear,24,Good,Sloped,3478.7,5.79,8.35,8,717.4,491.3,4,4.98,98.6,2595.7,2,1,Unfastened,No,No,3,90.2,Yes
962,2025-05-25 15:46:00,Afternoon,Wheel Loader,WLD001,13.8,OP1018,47,1.9,SITE07,"Nagpur, MH",18.23479,75.04148,Loading,2025-05-25 15:46:00,2025-05-25 16:32:24,46.4,Clear,33.7,Good,Uneven,1573.6,3.92,5.07,5,1614.5,496.2,9,3.76,93.5,2421.9,0,1,Fastened,No,No,1,100,No
963,2025-05-25 15:55:00,Afternoon,Motor Grader,MGR002,1.6,OP1011,37,8.5,SITE05,"Hyderabad, TS",8.36321,77.68118,Material Transport,2025-05-25 15:55:00,2025-05-25 16:51:24,56.4,Rain,20.8,Moderate,Rocky,3633.6,7.61,8.1,9,1517,291.3,2,3.33,94,2437.5,1,0,Fastened,No,No,1,100,No
964,2025-05-25 16:54:00,Afternoon,Excavator,EXC002,8.2,OP1016,32,5.4,SITE08,"Vizag, AP",8.69954,75.65413,Trenching,2025-05-25 16:54:00,2025-05-25 17:40:24,46.4,Clear,29.7,Good,Flat,2240.3,5.14,6.65,6,1544.5,483.7,23,3.76,98.2,2314.5,1,0,Fastened,No,No,2,79.1,Yes
965,2025-05-25 22:22:00,Night,Motor Grader,MGR002,4.9,OP1040,25,14.9,SITE08,"Vizag, AP",8.69589,75.65561,Leveling,2025-05-25 22:22:00,2025-05-25 22:59:42,37.7,Rain,20.1,Moderate,Muddy,3589.4,5.71,9.09,8,2395.3,389,38,3.68,84.2,2522.2,4,0,Fastened,Yes,No,0,90.6,No
966,2025-05-25 22:50:00,Night,Excavator,EXC003,7.9,OP1016,32,5.4,SITE07,"Nagpur, MH",18.2446,75.04305,Loading,2025-05-25 22:50:00,2025-05-25 23:37:30,47.5,Cloudy,30.9,Good,Flat,4143.6,5.08,6.42,13,1529.4,364.9,50,3.65,81.8,2482.6,0,0,Fastened,No,No,0,90.6,No
967,2025-05-26 09:24:00,Morning,Backhoe Loader,BHL003,10.5,OP1025,52,17.2,SITE07,"Nagpur, MH",18.24575,75.04182,Loading,2025-05-26 09:24:00,2025-05-26 10:09:42,45.7,Rain,20.4,Moderate,Flat,4252.2,5.39,7.08,12,1063.6,411.4,19,3.85,93,2323.4,1,1,Fastened,No,Yes,3,100,No
968,2025-05-26 10:23:00,Morning,Bulldozer,BDZ001,6.4,OP1016,32,5.4,SITE01,"Chennai, TN",16.01342,78.12056,Leveling,2025-05-26 10:23:00,2025-05-26 10:28:00,5,Clear,27.6,Good,Rocky,1545.5,3.38,33.8,6,2122.2,519.8,30,2.69,93.8,2110.9,1,0,Fastened,No,No,1,91.4,No
